CID_____	CRPName___	Party	DistIDRunFor	FECCandID
N00031451	Coday, Art	R	WAS1	S0WA00258
N00024753	Coffman, Mike	R	CO06	H8CO06138
N00003225	Cohen, Steve	D	TN09	H6TN09068
N00025726	Cole, Tom	R	OK04	H2OK04055
N00033150	Coleman, Matthew	3	CTS1	S0CT00276
N00033205	Collett, Stephen (Steve)	L	CA33	H2CA36330
N00034981	Collins, Abel	I	RI02	H2RI02143
N00028770	Collins, Chas	R	HIS2	S6HI00214
N00001285	Collins, Chris	R	NY27	H8NY29032
N00034767	Collins, David B	3	TXS2	S2TX00486
N00033518	Collins, Doug	R	GA09	H2GA09150
N00033574	Collins, Frederick	R	IL01	H2IL01141
N00000491	Collins, Susan M	R	MES2	S6ME00159
N00034447	Collinwood, Dean	D	UT02	H2UT02415
N00034354	Combe, Ryan	D	UT01	H2UT01201
N00029844	Conaway, Jackie	D	CA08	H8CA25058
N00026041	Conaway, Mike	R	TX11	H4TX19136
N00033520	Concepcion, Hector L	R	IL04	H2IL04145
N00034385	Condit, Chad	I	CA10	H2CA10152
N00029941	Conlon, Greg	R	CAS2	S2CA00740
N00028314	Conner, William R	D	OH10	H6OH07101
N00029891	Connolly, Gerry	D	VA11	H8VA11062
N00004613	Conrad, Kent	D	NDS2	S6ND00058
N00033341	Conroy, Tom	D	MAS1	S2MA00154
N00034032	Conway, Jacques	D	IL07	H2IL07098
N00004029	Conyers, John Jr	D	MI13	H6MI01028
N00034155	Cook, Adam	D	VA01	H2VA01066
N00034224	Cook, Paul	R	CA08	H2CA08164
N00033612	Cook, Rodger	R	IL12	H2IL12080
N00034861	Cooley, Jody	D	GA09	H2GA09200
N00033745	Coolidge, Leslie	D	IL06	H2IL06058
N00031820	Coons, Chris	D	DES2	S0DE00092
N00003132	Cooper, Jim	D	TN05	H2TN05131
N00030848	Cooper, Johnny Ray	R	TX04	H0TX04102
N00033880	Coors, Joe	R	CO07	H2CO07121
N00033507	Corbett, Ellen	D	CA15	H2CA15086
N00033275	Core, Tim	R	CA03	H2CA02092
N00027441	Corker, Bob	R	TNS1	S6TN00216
N00033311	Corn, Kenneth	D	OK02	H2OK02075
N00030952	Cornilles, Robert	R	OR01	H0OR01095
N00024852	Cornyn, John	R	TXS1	S2TX00106
N00033115	Corwin, Jane	R	NY26	H2NY00044
N00033123	Costa, Dianne	R	TX25	H2TX26150
N00026341	Costa, Jim	D	CA16	H4CA20082
N00034680	Costello, Fred	R	FL06	H2FL06158
N00004956	Costello, Jerry F	D	IL12	H8IL21021
N00034895	Costello, Robert	D	MI14	H2MI14129
N00033363	Cotton, Thomas	R	AR04	H2AR04083
N00033175	Coughlin, Kevin J	R	OHS1	S2OH00188
N00024842	Courtney, Joe	D	CT02	H2CT02112
N00034516	Courtney, Jon	R	ME01	H2ME01123
N00033506	Courtney, William L	D	CA02	H2CA02126
N00033215	Coutu, Chris	R	CT02	H2CT02138
N00034164	Cowan, Rich	D	WA05	H2WA05071
N00033792	Cowart, John	R	AR04	H2AR04117
N00034585	Cox, Dan	L	MTS1	S2MT00112
N00032846	Cox, John	R	AK01	H0AK00097
N00031142	Cozad, David E	D	TX06	H0TX06065
N00001218	Craft, Michael	I	NYS1	S2NY00226
N00007074	Craig, George	R	CA08	H4CA40049
N00025023	Craig, Kevin	L	MO07	H4MO07107
N00034959	Craine, Naomi	I	FLS1	S2FL00383
N00004614	Cramer, Kevin	R	ND01	H0ND01026
N00034245	Cramer, Tom	3	MSS2	S2MS00124
N00030990	Cramer, Tom	D	WA09	H0WA08053
N00006267	Crapo, Mike	R	IDS2	S8ID00027
N00031623	Cravaack, Chip	R	MN08	H0MN08115
N00030770	Crawford, Rick	R	AR01	H0AR01083
N00012739	Crenshaw, Ander 	R	FL04	H0FL04066
N00034983	Crider, Kenneth	R	MI11	H2MI11166
N00025648	Crim, Larry R	D	TNS1	S2TN00223
N00029473	Crimmins, Michael	R	CA51	H8CA53019
N00032014	Critz, Mark	D	PA12	H0PA12132
N00033285	Crone, James Alan	D	IN06	H2IN06197
N00033242	Crooks, David L	D	IN08	H2IN08094
N00034140	Cross, Jane	D	TX15	H2TX15062
N00002362	Crow, Randy	R	NC07	H8NC07051
N00034315	Crowder, Bob	R	FL18	H2FL18062
N00033704	Crowe, David	D	AZS2	S2AZ00224
N00034595	Crowell, Shaun	L	TNS1	S2TN00256
N00034548	Crowley, Elizabeth	D	NY06	H2NY06124
N00001127	Crowley, Joseph	D	NY14	H8NY07046
N00034882	Crowley, Kawika	R	HI02	H2HI02524
N00033085	Cruz, Ted	R	TXS2	S2TX00312
N00034936	Cruz-Wiggins, Thomas Joe	I	FL27	H2FL27030
N00024978	Cuellar, Henry	D	TX28	H2TX23082
N00009738	Culberson, John	R	TX07	H0TX07055
N00034533	Cullari, Ernesto P	R	NJ06	H2NJ06194
N00034282	Culler, Renee	R	SC07	H2SC07132
N00034497	Cullum, John	R	CA46	H2CA46123
N00001971	Cummings, Elijah E	D	MD07	H6MD07160
N00034556	Cummings, Laureen	R	PA17	H2PA17087
N00004757	Cunningham, John Andrew	R	IL11	H4IL14041
N00028439	Cunningham, Robb	L	MO01	H6MO01246
N00034982	Curson, David A	D	MI11	H2MI11190
N00029526	Cusick, James Patrick	D	MDS1	S2MD00404
N00028252	D'Amboise, Laurence Scott	R	MES1	S2ME00042
N00031118	D'Annunzio, Tim	R	NC04	H0NC08163
N00034485	Dacquisto, Michael	R	CA01	H2CA01128
N00034438	Dailey, Linda	D	TX14	H2TX14172
N00033054	Daines, Steven	R	MT01	H2MT01060
N00033122	Daniels, Tracy Raymond	L	TX26	H2TX26143
N00033827	Daugherty, Rick	D	PA15	H2PA15099
N00033588	David, Christopher	R	CA33	H2CA30234
N00033383	Davidow, Joe	R	FL19	H2FL14111
N00033475	Davidson, Steven	I	PA08	H2PA08094
N00025140	Davis, Catherine	R	GA04	H2GA04102
N00032423	Davis, Dan	R	MI07	H0MI07093
N00004884	Davis, Danny K	D	IL07	H4IL07037
N00024862	Davis, Geoff	R	KY04	H2KY04071
N00026862	Davis, Jack	R	NY27	H2NY26148
N00034301	Davis, Michael	R	WV02	H2WV02159
N00034784	Davis, Rodney	R	IL13	H2IL13120
N00034226	Davis, Steve	R	IN07	H2IN07112
N00009604	Davis, Susan A	D	CA53	H0CA49055
N00009012	Davis, Tim	3	MNS2	S6MN00234
N00033328	Day, Tim	R	TX14	H2TX14107
N00033545	De Lapaz, David William	D	TX33	H2TX33057
N00034958	Dean, Will	R	NH02	H2NH02187
N00033643	Decker, Andrew	R	NY25	H2NY28110
N00034619	Decker, John Henry	R	CT01	H2CT01163
N00034393	Decourt-Park, Shirley	D	CA52	H2CA52097
N00033603	Defaria, Ozzie	R	FL23	H2FL20050
N00007781	DeFazio, Peter	D	OR04	H6OR04047
N00033168	Defranco, Marisa	D	MAS1	S2MA00121
N00034049	Degen, Vlad	R	MD02	H2MD02244
N00006134	DeGette, Diana	D	CO01	H6CO01141
N00033592	Degraffenried, John Taylor	I	CO06	H2CO06131
N00032340	Dehne, Sam	D	NV02	H0NV02183
N00034589	Del Vecchio, Kenneth	L	NJS1	S2NJ00411
N00033897	Delaney, John K	D	MD06	H2MD06195
N00034545	Delarosa, Mike	R	NV04	H2NV04060
N00000615	DeLauro, Rosa L	D	CT03	H0CT03072
N00030693	DelBene, Suzan	D	WA01	H0WA08046
N00034439	Deleon, Donald Ramon	I	TX27	H2TX27208
N00032875	Della Valle, Frank	R	NY15	H0NY16119
N00031097	Deloach, Ken	R	GA02	H0GA08040
N00033378	Delong, Gary	R	CA47	H2CA47105
N00034210	Demare, Joe	3	OHS1	S2OH00238
N00031507	Dembrowski, Gerry	R	MA05	H0MA07039
N00033635	Demeo, Doug	D	NJ04	H2NJ04140
N00033449	Demings, Val	D	FL10	H2FL08063
N00002472	DeMint, James W	R	SCS1	S4SC00083
N00029079	Demmer, Randy	3	MN01	H8MN01220
N00031246	Demos, George	R	NY01	H0NY01137
N00034737	Dename, Michael	D	NYS1	S2NY00291
N00031593	Denham, Jeff	R	CA10	H0CA19173
N00034806	Deniston, Matthew	I	TN03	H2TN03177
N00031180	Dennis, John	R	CA12	H0CA08069
N00026171	Dent, Charlie	R	PA15	H4PA15087
N00034746	DeSantis, Ron	R	FL06	H2FL00292
N00030957	Desjarlais, Scott	R	TN04	H0TN04195
N00031317	Deutch, Ted	D	FL21	H0FL19080
N00034818	Dewey, Betsy	L	TX25	H2TX25293
N00032164	Dewey, Chad Michael	R	MIS2	S2MI00151
N00033445	Dewhurst, David H	R	TXS2	S2TX00361
N00030321	DeWitt, Rebecca	D	AZ07	H8AZ04116
N00027886	Diaferia, Joseph	3	NY16	H6NY17130
N00033713	Diakos, Gwen	D	NJS1	S2NJ00353
N00034611	Diaz, Americo Arturo	D	CA12	H2CA11176
N00030332	Diaz, Jonathan Blas	I	GU00	H8GU00022
N00025337	Diaz-Balart, Mario	R	FL25	H2FL25018
N00007918	Dicks, Norm	D	WA06	H6WA06021
N00034430	Dieterich, Bob	R	NY20	H2NY21099
N00034883	Digeronimo, Matthew	R	HI02	H2HI02532
N00033763	Diggs, Parnell	D	SC07	H2SC07033
N00033618	Dignam, Gail	R	LA02	H2LA02081
N00034429	Dilan, Erik Martin	D	NY07	H2NY12148
N00034409	DiLauro, Peter	R	NC01	H2NC01198
N00034865	Dildilian, Greg	R	MI09	H2MI09145
N00034198	Dill, Cynthia	D	MES1	S2ME00083
N00034751	Dillard, Courtney L Sr	D	GA04	H2GA04169
N00004010	Dillard, Godfrey J	D	MI13	H6MI15101
N00034744	Dillon, James	R	TX25	H2TX25277
N00032152	Dine, Jonathan	L	MOS2	S0MO00340
N00001783	Dingell, John D	D	MI12	H6MI16034
N00034813	Dixon, Timothy D	D	TN08	H2TN08127
N00034771	Dizon, Karlo	D	GU00	H2GU01015
N00029460	Djou, Charles	R	HI01	H0HI01157
N00034755	Dobson, Melissa	D	NY23	H2NY23103
N00034748	Dodds, Philip	I	FL03	H2FL03130
N00033171	Dodge, Andrew Ian	R	MES1	S2ME00059
N00034208	Dodt, David W	R	OHS1	S2OH00212
N00006023	Doggett, Lloyd	D	TX35	H4TX10028
N00030877	Doheny, Matt	R	NY21	H0NY23057
N00033248	Doherty, Brendan P	R	RI01	H2RI01178
N00033387	Dolan, Daniel P	R	IA02	H2IA02079
N00031103	Dold, Robert	R	IL10	H0IL10302
N00034876	Dolgos, Stephen	3	AZ08	H2AZ08151
N00034016	Donalds, Byron	R	FL19	H2FL14186
N00034946	Donka, Mark	R	VT01	H2VT00110
N00026586	Donnelly, Joe	D	INS1	S2IN00091
N00026586	Donnelly, Joe	D	INS1	S2IN00091
N00033178	Donner, Tim	R	VAS1	S2VA00159
N00033238	Donovan, Christopher G	D	CT05	H2CT05172
N00034562	Dougherty, Jim	D	TX02	H2TX02094
N00033568	Douglas, Richard James	R	MDS1	S2MD00388
N00033252	Douglass, John	D	VA05	H2VA10117
N00034346	Dowd, Sean	I	NJ06	H2NJ06186
N00033108	Dowdell, Joanne	D	NH01	H2NH01197
N00034433	Downs, Kevin	R	PA04	H2PA04192
N00030514	Doyle, Brian	D	SC03	H8SC03062
N00034618	Doyle, Jack	I	CA52	H2CA52105
N00033963	Doyle, Jerry	R	TX36	H2TX36076
N00001373	Doyle, Mike	D	PA14	H4PA18131
N00034944	Draper, Xavian Leigh	L	VA03	H2VA03062
N00006932	Dreier, David	R	CA32	H8CA35032
N00034820	Driscoll, Bill	R	WA06	H2WA06145
N00033881	Drummond, William "Cleave" II	3	FL01	H2FL01209
N00033512	Ducheny, Denise Moreno	D	CA51	H2CA51164
N00027860	Duckworth, Tammy	D	IL08	H6IL06141
N00032986	Dudikoff, Sydney	D	AZS2	S0AZ00335
N00030967	Duffy, Sean P	R	WI07	H0WI07051
N00033919	Duhon, Maurice	I	TX18	H2TX18132
N00034415	Dulin, Andy	R	NC09	H2NC09126
N00034434	Dumas, Charles	D	PA05	H2PA05058
N00030752	Duncan, Jeff	R	SC03	H0SC03077
N00003209	Duncan, John J Jr	R	TN02	H8TN02069
N00034561	Duncan, Kenneth	L	TX02	H2TX00130
N00003749	Duncan, Tony	R	IN07	H4IN07092
N00033780	Dunlap, Matth	D	MES1	S2ME00075
N00007319	Dunn, Art	D	CA20	H6CA16069
N00034311	Duran, Robert	R	CA27	H2CA27206
N00003928	Durant, Clark	R	MIS2	S0MI00056
N00004981	Durbin, Dick	D	ILS1	S6IL00151
N00033034	Durkan, James Patrick	R	TNS1	S2TN00207
N00034957	Dutrow, Anthony M	3	FL20	H2FL20118
N00033998	Dutton, Bob	R	CA31	H2CA31133
N00034141	Duval, Candace	D	TX21	H2TX21086
N00030054	Dyer, Chris	R	NV03	H8NV01196
N00031763	Dyer, Omar Lamont	D	NJS1	S2NJ00379
N00034941	Dziedzic, Miroslaw	R	NH02	H2NH02195
N00030900	Eagar, Cherilyn B	R	UT02	H2UT02282
N00033908	Eaton, Jackson	D	PA15	H2PA15107
N00034119	Eaton, Melissa	D	PA03	H2PA03111
N00034105	Eberly, Eric	L	OH05	H2OH05039
N00034768	Edes, Chris	L	NYS1	S2NY00309
N00033511	Edgar, Troy	R	CA47	H2CA47121
N00013123	Edwards, Carl C	I	PA15	H0PA15093
N00034092	Edwards, Chris	R	NV01	H2NV01207
N00028249	Edwards, Donna	D	MD04	H6MD04183
N00034103	Ehrbar, Richard	L	OH03	H2OH03158
N00034014	Ehrlich, Jessica	D	FL13	H2FL10150
N00031397	Eichenbaum, Dan	R	NC11	H0NC11084
N00034699	Eichner, Ike	R	WA06	H2WA06137
N00033800	Eiden, Dick	I	CA49	H2CA49226
N00033202	Eisele, Stephen	R	CA36	H2CA36306
N00034587	Elander, Sharyn	R	NES1	S2NE00128
N00034471	Ellington, Scott	D	IN01	H2IN01149
N00034374	Ellington, Scott	D	AR01	H2AR01071
N00034649	Elliott, Joe T	D	VA04	H2VA04110
N00034879	Elliott, Paul Sidney	3	FL12	H2FL12065
N00028257	Ellison, Keith	D	MN05	H6MN05183
N00031513	Ellmers, Renee	R	NC02	H0NC02059
N00034246	Ellsworth, Barry	D	NVS1	S2NV00217
N00005090	Emerson, Jo Ann	R	MO08	H6MO08084
N00032182	Emery, Benjamin "Ben"	3	CA04	H0CA04159
N00031194	Emken, Elizabeth	R	CAS2	S2CA00641
N00032677	Enderle, Lance	D	MI08	H0MI08091
N00001003	Engel, Eliot L	D	NY16	H8NY19058
N00033642	Engel, Tom	R	NY22	H2NY22105
N00007848	Englerius, Maximus T	3	WAS1	S8WA00103
N00033083	English, Bill	R	NMS1	S2NM00062
N00001895	English, George	D	MD08	H6MD08333
N00033447	Engstrand, Jim	R	TX36	H2TX36035
N00034884	Enyart, William	D	IL12	H2IL12122
N00006249	Enzi, Mike	R	WYS1	S6WY00126
N00033529	Erhard, Evelyn	D	NM02	H2NM02175
N00007335	Eshoo, Anna	D	CA18	H8CA12098
N00034549	Espaillat, Adriano	D	NY13	H2NY13096
N00029719	Esrati, David	D	OH10	H8OH03098
N00034070	Estes, Robert	R	MS01	H2MS01080
N00033217	Esty, Elizabeth	D	CT05	H2CT05131
N00034511	Eustis, Rich	R	MA02	H2MA02051
N00033280	Evans, Bob	D	CO05	H2CO05075
N00034408	Evans, James S	D	MO07	H2MO07093
N00006700	Evans, Mervin	D	CAS2	S4CA00191
N00033521	Evans, Richard	R	IL08	H2IL08112
N00034687	Everett, Earl E	D	OK02	H2OK02166
N00033402	Ewing, John	D	NE02	H2NE02058
N00034886	Eye, Bob	D	KS02	H2KS02135
N00032161	Fabiano, Leonard Joe	R	UT01	H2UT01219
N00034763	Falcone, Vivanne	D	NY02	H2NY02081
N00007632	Faleomavaega, Eni F H	D	AS00	H0AS00018
N00034029	Falvey, Jim	R	IL03	H2IL03139
N00033628	Fanning, Daniel	D	MN08	H2MN08129
N00031672	Farenthold, Blake	R	TX27	H0TX27061
N00034302	Farley, Steve	D	AZ02	H2AZ02287
N00032661	Farnick, Jonathan	D	IL14	H0IL08132
N00009367	Farnsley, Burrel Charles	D	KY03	H4KY03129
N00007312	Farr, Sam	D	CA20	H4CA17021
N00033891	Farren, Marty	D	MA04	H2MA04057
N00033607	Farris, Jimmy	D	ID01	H2ID01101
N00032045	Fasano, Timothy	3	NV02	H2NV02437
N00001746	Fattah, Chaka	D	PA02	H2PA02055
N00033411	Faught, George E	R	OK02	H2OK02091
N00029637	Faulk, John M	R	TX14	H8TX18139
N00033725	Faulk, William A "Rusty" Jr	R	TX34	H2TX34022
N00033290	Feagle, Andrew	I	MO05	H2MO05345
N00001570	Featherman, John	R	PA01	H8PA01187
N00034937	Feegbeh, William	D	MA02	H2MA02069
N00033614	Feikes, Mitch	R	IN02	H2IN02212
N00033654	Feinberg, Evan	R	PA18	H2PA18176
N00026746	Feinland, Marsha	3	CAS2	S4CA00357
N00007364	Feinstein, Dianne	D	CAS2	S0CA00199
N00034845	Ferguson, Jennifer	D	WA10	H2WA10048
N00028367	Fernald, Colleen	D	CAS2	S6CA00527
N00033415	Ferrer, Hector J	D	PR00	H2PR00057
N00001862	Ficker, Robin	R	MD06	H4MD08171
N00033466	Fields, Chris	R	MN05	H2MN05133
N00007033	Filner, Bob	D	CA51	H2CA50034
N00031141	Fincher, Steve	R	TN08	H0TN08246
N00033443	Fischer, Deb	R	NES1	S2NE00094
N00034961	Fishman, Daniel	L	MA06	H2MA06078
N00033715	Fisk, Kevin Dee	R	UTS1	S2UT00179
N00034966	Fistler, Scott	R	AZ07	H2AZ07179
N00003497	Fitrakis, Bob	3	OH03	H2OH12068
N00033717	Fitzgerald, Jeff	R	WIS1	S2WI00227
N00032186	Fitzgerald, John	D	CA11	H2CA11143
N00033599	Fitzgerald, Keith	D	FL16	H2FL13188
N00030364	Fitzgibbons, Floyd	3	NV04	H8NV03085
N00027229	Fitzpatrick, Michael G	R	PA08	H4PA08074
N00034317	Fitzpatrick, Roger	R	GA09	H2GA09176
N00034572	Flaccavento, Anthony	D	VA09	H2VA09077
N00033237	Flaherty, Vince	3	CA36	H2CA36421
N00009573	Flake, Jeff	R	AZS2	S2AZ00141
N00009573	Flake, Jeff	R	AZS2	S2AZ00141
N00030815	Fleischmann, Chuck	R	TN03	H0TN03254
N00034918	Fleming, Eileen	3	FL05	H2FL05184
N00029679	Fleming, John	R	LA04	H8LA04225
N00033936	Flemming, Stan	R	WA10	H2WA10014
N00029906	Fletcher, Sheirl L	D	WVS1	S8WV00101
N00031656	Flinn, George S Jr	R	TN09	H0TN08287
N00033866	Flood, Dan	R	MN04	H2MN04102
N00031545	Flores, Bill	R	TX17	H0TX17104
N00034616	Flores, Bob	D	CA43	H2CA43385
N00033702	Flores, Tony Enrique	D	AZS2	S2AZ00208
N00033636	Flores, Washington	R	NJ08	H2NJ13158
N00032558	Flowers, Christopher	R	AZ03	H0AZ07033
N00034413	Flynn, Bill	R	NC06	H2NC06064
N00034641	Flynn, Dennis R	D	NJ10	H2NJ10170
N00029309	Flynn, Pat	R	NES1	S8NE00109
N00034212	Fockler, John	L	OHS1	S2OH00253
N00033046	Foley, John Arthur	R	CT02	H2CT02120
N00034672	Foley, Steve	R	CA47	H2CA47147
N00013799	Forbes, Randy	R	VA04	H2VA04052
N00033968	Ford, Therese	D	AL02	H2AL02141
N00033244	Foreman, Todd Montgomery	I	NC08	H2NC08151
N00034414	Foriest, Tony	D	NC06	H2NC06072
N00034858	Formica, Paul	R	CT02	H2CT02146
N00026631	Fortenberry, Jeff	R	NE01	H4NE01064
N00033468	Fortenberry, Ken	R	NC10	H2NC10074
N00029139	Foster, Bill	D	IL11	H8IL14067
N00033960	Foster, James	L	OR01	H2OR01224
N00026166	Foxx, Virginia	R	NC05	H4NC05146
N00000275	Frank, Barney	D	MA04	H0MA04036
N00034265	Frank, Greg	D	KY04	H2KY04147
N00002893	Frankel, Lois J	D	FL22	H2FL14053
N00029016	Franken, Al	D	MNS1	S8MN00438
N00028214	Frankowiak, Connie	D	CA50	H6CA52098
N00006423	Franks, Trent	R	AZ08	H4AZ04024
N00004495	Franson, Dick	D	MNS2	S6MN00101
N00003877	Frazier, Bill	R	IN06	H6IN10075
N00034887	Freeman, Esau	D	KS04	H2KS04099
N00034425	Freeman, Glenn M	R	NE02	H2NE02082
N00032361	Freeman, Olivia	D	OH10	H0OH07120
N00000684	Frelinghuysen, Rodney	R	NJ11	H2NJ05014
N00033801	Fretts, Calen	L	FL01	H2FL01191
N00006375	Friedbaum, Jeremy	R	UTS1	S0UT00215
N00033988	Fritzlan, Larry	D	CA02	H2CA02159
N00034531	Froelich, Brian	D	NJ04	H2NJ04165
N00033117	Frost, Robert	R	OH10	H2OH10195
N00034275	Frye, Stephen	D	NV03	H2NV03104
N00031687	Frye, Tim	I	IN07	H2IN07104
N00030490	Fudge, Marcia L	D	OH11	H8OH11141
N00034154	Fuehr, Bob	R	UT04	H2UT04049
N00034688	Fulks, Michael G	I	OK02	H2OK02174
N00029842	Fuller, Virginia	R	CA11	H8CA07031
N00034627	Fulner, Robert James	L	MI09	H2MI09137
N00033281	Gabbard, Tulsi	D	HI02	H2HI02508
N00034625	Gadau, Bart	L	IN08	H2IN08144
N00034398	Gaillot, Jacques	D	FL03	H2FL28012
N00034558	Gaither, Cason	D	SC03	H2SC03115
N00033934	Galdo, Joseph F	3	VA11	H2VA11164
N00034870	Gales, Terre L	R	AK01	H2AK00135
N00007231	Gallegly, Elton	R	CA26	H6CA21028
N00033541	Gallego, Pete	D	TX23	H2TX23124
N00034741	Gambini, Ben	R	TXS2	S2TX00478
N00034628	Ganey, Patrick	D	MN02	H2MN02114
N00033620	Garagiola, Robert J	D	MD06	H2MD06146
N00030856	Garamendi, John	D	CA03	H0CA10149
N00034440	Garcia, Domingo Alberto	D	TX33	H2TX33131
N00029908	Garcia, Joe	D	FL26	H2FL26057
N00033804	Garcia, Juan Eliel	R	FL23	H2FL20076
N00033384	Garcia, Luis	D	FL26	H2FL25034
N00034386	Garcia, Mark	R	CA16	H2CA16118
N00033211	Garcia, Pat	R	CA46	H2CA47097
N00030780	Gardner, Cory	R	CO04	H0CO04122
N00034112	Gardner, Michael	D	OH10	H2OH10229
N00034761	Garland, David	R	NY12	H2NY12163
N00032142	Garner, Chris	D	MDS1	S0MD00309
N00034054	Garner, Ian	D	MD04	H2MD04257
N00034448	Garrard, Jonathan	3	UT02	H2UT02423
N00000743	Garrett, Scott	R	NJ05	H8NJ05052
N00033420	Garrison, Dave	R	TX25	H2TX25210
N00033930	Garza, Adela	R	TX34	H2TX34055
N00033925	Garza, Ramiro	D	TX34	H2TX27166
N00033263	Garza, Stanley	D	TXS2	S2TX00346
N00033040	Garzilli, Nick	D	CA33	H2CA30226
N00028512	Gatchell, David	I	TNS1	S6TN00299
N00033386	Gates, Richard	R	IA02	H2IA02061
N00034872	Gatti, Patrick	D	AZ01	H2AZ01313
N00031498	Gaulrapp, George	D	IL17	H0IL16168
N00034338	Gauthier, Jon	R	NC09	H2NC09084
N00032869	Gawron, Jim	L	NJ11	H0NJ11123
N00030818	Gay, John	R	TX14	H0TX14119
N00034190	Gaylor, William G	3	FLS1	S2FL00359
N00012940	Gaylord, Kathleen A	D	MN02	H0MN04023
N00034055	Gearhart, Randy	R	MD04	H2MD04265
N00034469	Geery, Daniel	3	UTS1	S2UT00260
N00033124	Gelbman, Itamar	R	TX06	H2TX30061
N00032608	Gemma, Anthony P	D	RI01	H0RI01107
N00028200	Genovese, Sal	3	CA28	H6CA31126
N00033811	George, Jonathan	D	IN09	H2IN09134
N00033121	George, Kelayil P	D	TX22	H2TX22092
N00031032	George, Mike	3	TXS2	S0TX00183
N00033098	Georgiou, Byron	D	NVS1	S2NV00175
N00034863	Gerdes, Steven J	R	WA01	H2WA01229
N00025025	Gerlach, Jim	R	PA06	H2PA06114
N00034965	German, Willie Jr	D	MI02	H2MI02132
N00034896	Gerson, David	R	MN02	H2MN02130
N00034977	Gesty, Scott	L	DE01	H2DE00148
N00017567	Gibbons, William	R	NY14	H8NY03052
N00031128	Gibbs, Bob	R	OH07	H0OH18077
N00031998	Gibson, Chris	R	NY19	H0NY20095
N00034215	Gibson, Jason	D	TXS2	S2TX00437
N00034967	Gibson, Mark	I	VA11	H2VA11172
N00027829	Giffords, Gabrielle	D	AZ02	H6AZ08038
N00031659	Gigliotti, Louis Paul	R	TX04	H0TX04136
N00026221	Gill, David	D	IL13	H4IL15055
N00034534	Gill, Nia	D	NJ10	H2NJ10147
N00033038	Gill, Ricky	R	CA09	H2CA11135
N00033291	Gillan, Kim	D	MT01	H2MT00047
N00034906	Gillespie, Michael D	D	HIS2	S2HI00148
N00027658	Gillibrand, Kirsten	D	NYS1	S0NY00410
N00027658	Gillibrand, Kirsten	D	NYS1	S0NY00410
N00034709	Gilliland, Joshua L	L	CO04	H2CO04102
N00017595	Gillmor, Richard H	3	FL08	H2FL08071
N00030221	Gilman, Gregory	L	CO03	H0CO03116
N00034668	Gilmore, Vince	D	CA30	H2CA30267
N00031684	Gilyeat, Ian	I	AZS2	S0AZ00244
N00032253	Gimbernat, Antonio	D	HIS2	S2HI00130
N00033044	Gin, Mike	R	CA36	H2CA36280
N00024760	Gingrey, Phil	R	GA11	H2GA11149
N00008333	Gingrich, Newt	R	PRES	P60003654
N00034392	Gionis, Xanthi	R	CA51	H2CA51180
N00026603	Girard, Armand	R	MD03	H4MD03081
N00034157	Girard, Bonnie	R	VA04	H2VA04094
N00032250	Giuffre, John	R	HI01	H0HI01223
N00033500	Glenn, Gary	R	MIS2	S2MI00219
N00033444	Glisman, Donna	R	OHS1	S2OH00196
N00034187	Gloria, Rogelio T	R	CAS2	S2CA00716
N00034065	Gluck, George	3	MD08	H2MD08175
N00026182	Goberman, Pavel	R	OR01	H6OR01209
